Argentina, Cordoba, Cordoba, 1433991600000, 8.21, 27.86, 1001.88, 9.21347, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 19.66, 16.93, 993.125, 8.58985, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 19.83, 17.84, 993.75, 6.59829, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 19.9, 16.21, 994.375, 6.59829, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.11, 17.32, 994.375, 6.11549, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.08, 15.57, 994.375, 8.5295, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.18, 16.12, 993.75, 6.77934, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.3, 15.79, 994.375, 6.81958, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.4, 16.49, 994.375, 4.14405, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.28, 16.64, 993.75, 6.57818, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.48, 19.89, 993.125, 2.51459, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.8, 17.02, 993.125, 1.89097, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.77, 15.61, 992.5, 5.12977, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.12, 16.55, 994.375, 1.54899, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.03, 15.18, 994.375, 6.35689, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.14, 15.96, 993.125, 3.92277, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.44, 15.6, 993.75, 3.7216, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.24, 16.19, 993.75, 8.00647, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.47, 15.16, 993.125, 4.12393, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.36, 14.61, 993.125, 8.48927, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.21, 15.36, 994.375, 8.99219, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.18, 14.82, 994.375, 8.00647, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.13, 14.85, 994.375, 7.74495, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 21.03, 16.33, 993.75, 6.41724, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.91, 14.94, 995.0, 6.29654, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.85, 16.85, 995.0, 4.52627, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.66, 16.17, 993.75, 4.50615, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 20.36, 17.04, 993.125, 3.41985, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 19.96, 18.22, 994.375, 2.79623, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 19.65, 19.71, 995.0, 2.27319, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 18.95, 21.01, 996.25, 1.73004, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 18.11, 22.08, 995.0, 1.16677, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 17.15, 23.03, 995.0, 0.442569, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 15.88, 25.04, 995.625, 1.18689, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 14.7, 28.9, 996.875, 1.18689, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 13.93, 31.79, 996.875, 2.15249, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 12.47, 47.77, 996.25, 3.4802, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 11.72, 38.0, 997.5, 4.9286, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 11.25, 39.88, 997.5, 7.74495, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 10.63, 41.02, 996.875, 6.73911, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 10.45, 40.24, 996.875, 6.71899, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 10.14, 40.89, 998.75, 5.65281, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 9.66, 41.78, 998.75, 4.54639, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 9.87, 39.79, 997.5, 3.54055, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 9.9, 39.23, 998.75, 3.76183, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 9.58, 40.12, 998.125, 2.97728, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 8.92, 42.97, 998.75, 3.8423, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 8.39, 43.49, 998.75, 5.19012, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.4, 48.76, 999.375, 4.28487, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.82, 50.04, 998.125, 4.18428, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.6, 48.44, 1000.0, 3.66125, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.34, 49.71, 998.75, 3.1181, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.98, 51.38, 999.375, 3.90265, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.73, 53.21, 999.375, 5.63269, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.66, 54.43, 998.75, 5.19012, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.7, 52.9, 999.375, 4.78779, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.52, 53.08, 999.375, 4.48604, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.21, 53.62, 1001.25, 5.47176, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.34, 52.82, 1000.62, 5.21024, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 5.14, 53.58, 999.375, 5.27059, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 4.82, 53.88, 998.75, 4.18428, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 4.24, 56.84, 1000.62, 4.34522, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 4.01, 57.32, 1000.0, 1.22712, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 3.61, 59.06, 1001.88, 1.99156, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 2.83, 63.81, 1000.62, 3.62101, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 2.44, 63.33, 1001.25, 5.06942, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 2.15, 64.2, 1000.62, 3.90265, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.94, 64.91, 1000.62, 4.42568, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.93, 64.24, 1000.0, 3.43996, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.65, 65.9, 1000.62, 3.86242, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.67, 66.37, 1000.0, 4.42568, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.82, 65.93, 1000.0, 5.00907, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.77, 66.07, 1000.0, 4.9286, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.74, 66.67, 1000.0, 4.18428, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.56, 65.94, 1000.62, 2.95716, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.21, 66.9, 1001.25, 2.09214, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.93, 67.97, 999.375, 2.13238, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.55, 71.41, 998.75, 4.70732, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.38, 71.6, 1000.62, 2.33354, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.21, 72.1, 1000.62, 2.53471, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.21, 72.4, 999.375, 1.30759, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.2, 72.51, 999.375, 1.48864, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.09, 73.61, 998.75, 3.3595, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.16, 74.87, 999.375, 3.13821, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.23, 76.0, 999.375, 4.26475, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.12, 75.25, 999.375, 2.07203, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.19, 73.9, 999.375, 3.52043, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.22, 75.88, 997.5, 3.39973, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.17, 76.65, 998.75, 2.97728, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.29, 75.8, 998.75, 3.09798, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.39, 75.31, 998.75, 2.51459, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.45, 76.07, 998.75, 2.61518, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.59, 78.73, 999.375, 4.48604, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.59, 78.66, 999.375, 4.14405, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.72, 78.45, 998.125, 3.80207, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.89, 79.29, 999.375, 3.27903, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.98, 79.86, 1000.0, 3.76183, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.07, 79.88, 1000.0, 3.64113, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.12, 79.71, 998.125, 2.83646, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.19, 79.79, 999.375, 2.89681, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.31, 79.14, 999.375, 3.62101, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.27, 79.26, 999.375, 2.71576, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.39, 79.15, 998.75, 2.93705, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.58, 79.31, 998.75, 2.15249, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.66, 79.94, 997.5, 3.05775, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.4, 80.33, 998.75, 4.34522, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.26, 80.38, 997.5, 2.97728, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.31, 79.55, 997.5, 4.00323, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.32, 80.83, 998.75, 3.3595, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.5, 79.75, 998.75, 2.8767, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.63, 80.03, 996.875, 3.1181, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.81, 81.04, 998.75, 1.32771, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.95, 81.11, 998.75, 1.16677, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.98, 81.77, 997.5, 2.09214, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -2.06, 81.41, 998.75, 2.71576, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.99, 80.86, 998.75, 2.9974, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.68, 80.23, 998.125, 3.39973, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -1.41, 79.78, 998.75, 2.15249, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, -0.67, 80.28, 997.5, 3.31926, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.0, 81.17, 998.125, 1.66969, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 0.86, 77.96, 995.625, 2.37378, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 1.87, 75.63, 997.5, 3.52043, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 2.94, 73.08, 997.5, 2.25308, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 4.04, 70.68, 998.125, 1.60934, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 5.5, 62.87, 998.125, 3.52043, NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 6.77, 58.19, 996.875, 4.8079, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 7.85, 56.43, 997.5, 5.00907, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 8.85, 51.11, 997.5, 5.91432, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 9.71, 51.48, 996.25, 5.73327, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 10.45, 47.06, 998.125, 6.85981, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 11.27, 42.76, 998.125, 8.30822, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 12.09, 40.45, 998.125, 8.5295, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 12.66, 41.03, 998.125, 10.5211, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 13.3, 42.25, 998.125, 12.1505, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 13.55, 42.2, 998.75, 15.7514, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 14.06, 42.15, 998.75, 13.4782, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 14.49, 42.02, 998.125, 15.2887, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 14.81, 39.12, 997.5, 16.1739, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 15.13, 36.92, 997.5, 16.2543, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 15.48, 33.51, 998.125, 18.2258, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 15.79, 34.89, 998.75, 17.5016, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 16.04, 32.54, 996.875, 17.924, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 16.44, 30.82, 998.75, 18.3264, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 16.71, 30.87, 998.75, 17.7631, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 17.09, 30.48, 996.25, 17.8033, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 17.43, 28.83, 996.875, 18.3062, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 17.6, 29.33, 997.5, 17.5418, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 17.85, 28.74, 995.625, 16.3348, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 18.14, 28.9, 996.25, 16.4555, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 18.43, 28.46, 996.25, 15.5704, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 18.72, 27.57, 996.25, 16.6164, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.04, 27.51, 993.75, 15.9526, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.02, 29.15, 995.625, 17.7229, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.0, 29.93, 995.625, 17.4613, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.26, 30.33, 996.25, 16.2745, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.73, 29.03, 993.75, 16.0934, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.85, 29.1, 995.625, 14.8864, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.2, 28.02, 995.0, 15.1278, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.46, 28.72, 994.375, 13.7397, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.74, 28.72, 995.0, 14.0013, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 21.02, 27.43, 995.625, 14.7255, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 21.11, 24.75, 993.125, 16.717, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 21.17, 24.97, 993.75, 15.6106, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 21.16, 25.66, 995.625, 14.5444, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 21.19, 24.28, 993.75, 15.1278, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 21.11, 25.44, 993.75, 14.645, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.91, 26.88, 993.75, 12.0298, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.92, 24.67, 994.375, 13.2771, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.72, 25.68, 994.375, 11.9695, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.38, 28.89, 993.125, 10.0383, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 20.09, 27.59, 993.75, 10.3601, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.55, 29.2, 993.125, 6.9604, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 19.03, 31.57, 992.5, 7.42308, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 18.1, 35.17, 994.375, 5.51199, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 16.96, 36.68, 993.75, 4.46592, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 15.98, 38.19, 993.75, 4.48604, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 14.73, 39.63, 994.375, 2.83646, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 13.31, 42.5, 995.625, 3.92277, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 12.15, 44.99, 993.75, 3.8423, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 11.14, 47.42, 993.75, 5.41141, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 10.87, 48.21, 995.0, 6.01491, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 10.89, 49.19, 993.75, 6.35689, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 10.23, 57.6, 994.375, 5.59246, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 9.51, 64.83, 993.75, 5.57234, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 9.94, 68.08, 996.25, 5.81374, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 10.78, 64.36, 995.0, 6.90005, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 11.27, 62.4, 994.375, 7.18168, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 11.0, 62.73, 994.375, 6.35689, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 10.26, 64.65, 994.375, 3.41985, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 9.6, 66.19, 995.625, 2.23296, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 9.25, 67.15, 995.625, 1.16677, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 8.9, 68.53, 994.375, 1.32771, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 8.66, 69.31, 993.125, 1.48864, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 8.47, 69.92, 995.0, 1.62946, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434337200000, 8.17, 69.51, 993.75, 2.63529, NOR NORESTE, Asociaci󮠃ivil de Producrores
