Argentina, Chaco, Chaco, 1359342000000, 30.12, 37.56, -999.0, -999.0, NORTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.95, 41.89, 963.504, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.92, 41.99, 963.384, 11.5872, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.89, 42.05, 963.27, 11.6275, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.84, 42.12, 963.282, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.81, 42.18, 963.138, 11.4665, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.78, 42.25, 963.052, 11.2251, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.75, 42.31, 963.028, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.72, 42.34, 963.04, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.7, 42.41, 962.945, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.66, 42.44, 962.819, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.63, 42.47, 962.813, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.6, 42.5, 962.734, 11.5872, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.57, 42.56, 962.773, 11.3861, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.56, 42.6, 962.524, 11.7683, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.52, 42.66, 962.389, 11.3861, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.48, 42.69, 962.304, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.44, 42.75, 962.18, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.41, 42.78, 962.367, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.38, 42.85, 962.23, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.34, 42.88, 962.226, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.31, 42.91, 961.921, 11.5671, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.28, 42.97, 962.101, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.26, 43.04, 962.08, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.22, 43.1, 962.16, 12.2712, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.18, 43.17, 961.982, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.15, 43.2, 962.035, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.11, 43.26, 962.016, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.08, 43.29, 962.023, 12.3316, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.05, 43.36, 961.991, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.02, 43.39, 962.023, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.98, 43.42, 962.269, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.96, 43.45, 962.39, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.92, 43.48, 962.332, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.89, 43.51, 962.352, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.85, 43.57, 962.453, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.83, 43.6, 962.442, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.79, 43.63, 962.598, 11.7683, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.76, 43.66, 962.487, 11.5872, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.72, 43.69, 962.559, 12.231, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.71, 43.73, 962.438, 12.4322, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.65, 43.75, 962.535, 12.2712, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.61, 43.82, 962.482, 12.4925, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.59, 43.85, 962.497, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.57, 43.88, 962.348, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.55, 43.91, 962.296, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.52, 43.94, 962.301, 11.5269, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.51, 43.91, 962.306, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.5, 43.9, 962.075, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.48, 43.9, 961.857, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.46, 43.93, 961.856, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.45, 43.93, 961.936, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.43, 43.93, 961.854, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.41, 43.93, 961.789, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.41, 44.0, 961.805, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.41, 44.06, 961.826, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.38, 44.06, 961.796, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.4, 44.06, 961.81, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.38, 44.09, 961.712, 11.6275, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.39, 44.13, 961.641, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.4, 44.1, 961.612, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.41, 44.1, 961.729, 11.6275, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.39, 44.16, 961.425, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.42, 44.2, 961.599, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.42, 44.23, 961.265, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.43, 44.3, 961.049, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.46, 44.37, 960.964, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.48, 44.44, 960.655, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.49, 44.51, 960.663, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.53, 44.58, 960.547, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.58, 44.69, 960.271, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.6, 44.83, 960.345, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.64, 44.9, 960.249, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.68, 44.94, 960.26, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.71, 44.97, 960.384, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.77, 44.98, 960.266, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.84, 44.99, 960.293, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.9, 44.93, 960.354, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 30.96, 44.87, 960.352, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.02, 44.81, 960.307, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.11, 44.72, 959.933, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.17, 44.62, 959.284, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.26, 44.5, 959.407, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.31, 44.37, 959.192, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.35, 44.3, 959.183, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.39, 44.24, 958.985, 11.5269, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.47, 44.22, 958.884, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.53, 44.12, 959.01, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.63, 43.96, 958.961, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.7, 43.8, 959.006, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.77, 43.67, 958.767, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.8, 43.61, 958.629, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.85, 43.45, 958.519, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.88, 43.28, 958.184, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.93, 43.18, 958.385, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 31.96, 43.02, 958.137, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.01, 42.88, 958.188, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.04, 42.75, 958.285, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.07, 42.65, 958.372, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.12, 42.62, 958.533, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.18, 42.66, 958.512, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.2, 42.67, 958.563, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.23, 42.7, 958.688, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.27, 42.71, 958.743, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.3, 42.71, 958.78, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.32, 42.68, 958.856, 11.7683, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.34, 42.65, 958.895, 12.4724, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.34, 42.72, 959.158, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.36, 42.72, 959.2, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.38, 42.69, 958.93, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.37, 42.75, 958.967, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.38, 42.65, 959.054, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.38, 42.62, 959.076, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.4, 42.55, 959.365, 6.90005, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.39, 42.55, 959.122, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.4, 42.55, 959.182, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.41, 42.55, 959.473, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.4, 42.55, 959.439, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.42, 42.52, 959.79, 12.2712, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.43, 42.52, 960.175, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.41, 42.52, 959.863, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.41, 42.52, 960.189, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.41, 42.52, 960.338, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.39, 42.55, 960.323, 12.2913, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.39, 42.55, 960.362, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.36, 42.58, 960.363, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.37, 42.58, 960.533, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.35, 42.61, 960.615, 12.2712, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.33, 42.61, 960.642, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.33, 42.65, 960.668, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.31, 42.68, 960.609, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.3, 42.68, 960.587, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.28, 42.71, 960.653, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.27, 42.71, 960.5, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360378800000, 32.25, 42.74, 960.555, 12.231, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.22, 42.77, 960.764, 12.231, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.21, 42.77, 961.05, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.18, 42.77, 961.127, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.15, 42.8, 961.1, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.12, 42.79, 961.037, 12.3316, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.11, 42.83, 960.966, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.08, 42.82, 960.714, 11.4665, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.06, 42.86, 960.636, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.02, 42.89, 960.732, 11.4665, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 32.02, 42.92, 960.503, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.98, 42.95, 960.448, 12.3718, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.97, 42.98, 960.214, 11.7683, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.92, 43.05, 960.047, 11.4665, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.9, 43.08, 959.919, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.87, 43.11, 959.792, 12.231, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.84, 43.14, 959.626, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.82, 43.2, 959.654, 11.7683, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.81, 43.24, 959.54, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.79, 43.3, 959.663, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.75, 43.37, 959.562, 11.6275, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.72, 43.47, 959.427, 11.6275, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.7, 43.53, 959.433, 11.4665, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.67, 43.6, 959.478, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.64, 43.66, 959.281, 12.0701, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.64, 43.73, 959.201, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.62, 43.79, 959.11, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.58, 43.86, 958.953, 11.5671, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.54, 43.92, 959.109, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.53, 43.95, 959.01, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.5, 44.02, 959.021, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.46, 44.05, 959.124, 11.4867, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.43, 44.08, 958.906, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.41, 44.14, 958.955, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.39, 44.21, 959.183, 11.8689, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.35, 44.27, 959.514, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.34, 44.3, 959.939, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.31, 44.33, 960.267, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.27, 44.36, 960.449, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.23, 44.36, 960.618, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.21, 44.39, 960.569, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.19, 44.42, 960.915, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.16, 44.38, 961.058, 12.2913, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.12, 44.31, 961.272, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.08, 44.21, 961.557, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 31.04, 44.13, 961.945, 11.889, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.99, 44.13, 961.616, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.95, 44.19, 962.602, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.93, 44.26, 962.615, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.89, 44.29, 962.718, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.87, 44.28, 962.731, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.8, 44.24, 962.66, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.78, 44.21, 962.804, 12.2913, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.75, 44.17, 962.79, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.72, 44.1, 962.763, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.7, 44.03, 962.688, 12.6736, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.66, 43.96, 962.815, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.64, 43.89, 962.844, 12.231, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.6, 43.81, 963.148, 12.3316, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.59, 43.78, 963.657, 12.3316, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.56, 43.71, 964.111, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.53, 43.64, 964.157, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.51, 43.6, 964.651, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.48, 43.56, 964.604, 11.9292, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.44, 43.53, 965.013, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.41, 43.49, 964.799, 12.1304, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.39, 43.39, 965.027, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.34, 43.35, 965.284, 11.9695, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.32, 43.31, 965.148, 12.3718, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.31, 43.27, 965.414, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.28, 43.27, 965.559, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.25, 43.2, 965.408, 12.0298, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.23, 43.2, 965.386, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.2, 43.16, 964.651, 11.7281, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.18, 43.16, 964.215, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.15, 43.19, 964.148, 12.2913, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.18, 43.26, 963.98, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.15, 43.32, 963.943, 11.8286, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.15, 43.39, 963.666, 11.6275, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.13, 43.49, 963.738, 11.6878, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.13, 43.63, 963.444, 11.7884, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.12, 43.73, 963.456, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.13, 43.8, 963.747, 12.3316, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.11, 43.83, 964.187, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.1, 43.86, 964.335, 11.6677, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.09, 43.93, 964.529, 11.9896, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.06, 44.33, 963.979, 12.0701, NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.04, 44.73, 963.312, 12.1908, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.05, 45.13, 963.031, 12.3316, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.03, 45.4, 962.198, 12.1706, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.06, 45.77, 962.67, 12.4322, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.08, 45.94, 962.483, 12.0902, NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.08, 46.04, 961.809, 12.0902, NOR NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.09, 46.14, 961.348, 12.1706, NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.12, 46.21, 961.289, 11.9896, NORESTE, Prov. Chaco
Argentina, Chaco, Chaco, 1360465200000, 30.16, 46.31, 960.973, 12.3316, NORESTE, Prov. Chaco
